title,subtitle,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,imgUrl,isClaimed,latitude,longitude,query,timestamp
Viola,,4.3,7,Pharmacy,,Bulevar Partizanski Odredi ,2C32+6F Skopje,viola.com.mk,+389 2 307 7981,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Closed,,1,42.0030625,21.4011875,,2020-11-09T09:46:24.582Z
Trajko Pharma,,4.7,3,Pharmacy,,Bukureska 8,292W+5Q Skopje,,,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,Closed,Closed,9AM-5PM,,0,42.0004375,21.3969375,,2020-11-09T09:46:26.345Z
Beta Pharmacia,,5,1,Pharmacy,,Franklin Ruzvelt 28/1 Lokal 2 ,XCX7+X7 Skopje,,+389 2 325 6799,,,,,,,,,0,41.9999375,21.4131875,,2020-11-09T09:46:27.859Z
Akacija,,5,1,Pharmacy,,Kozle 88,X9WW+26 Skopje,zk.mk,+389 2 308 6106,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-8PM,Closed,https://geo0.ggpht.com/cbk?panoid=_6FRBVj_tsKzXnYP7Py-kg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=22.79402&pitch=0&thumbfov=100,0,41.9950625,21.3955625,,2020-11-09T09:46:29.727Z
Makfarm,,,,Pharmacy,,Veselin Maslesha,2C35+92 Skopje,,,,,,,,,,https://geo3.ggpht.com/cbk?panoid=ZzRPWQN9dGNCqm0AcSgv5g&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=10.849667&pitch=0&thumbfov=100,0,42.0034375,21.4075625,,2020-11-09T09:46:30.796Z
Panterfarm,,,,Pharmacy,,Centar ,2C2C+F3 Skopje,,,,,,,,,,,0,42.0011875,21.4201875,,2020-11-09T09:46:32.215Z
Derma Pharm,,4.4,7,Pharmacy,,John Kennedy 25/7 ,2C7M+49 Skopje,,+389 2 263 4071,8AM-10:30PM,8AM-10:30PM,8AM-10:30PM,8AM-10:30PM,8AM-10:30PM,8AM-10:30PM,8AM-10:30PM,,1,42.0128125,21.4334375,,2020-11-09T09:46:33.838Z
Eurofarm,,5,3,Pharmacy,,Orce Nikolov 133 ,2C39+48 Skopje,,+389 2 312 0555,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,,0,42.0028125,21.4183125,,2020-11-09T09:46:35.444Z
Metamedico,,,,Pharmacy,,Borka Talevski 15 Lokal 5 ,XCW9+XR Skopje,metamedico.mk,+389 70 204 202,,,,,,,,,1,41.9974375,21.4195625,,2020-11-09T09:46:37.553Z
Zegin,,4,1,Pharmacy,,Kemal Sejfula 1/1-4,2CCV+47 Skopje,,+389 2 265 6005,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-4PM,,0,42.0203125,21.4431875,,2020-11-09T09:46:42.106Z
Zegin - Bunjakovec,,4.6,14,Pharmacy,,Aminta Treti Centar ,XCXF+C4 Skopje,zegin.com.mk,+389 2 329 8504,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,0,41.9985625,21.4228125,,2020-11-09T09:46:44.118Z
Zegin - Karposh 4,,5,1,Pharmacy,,Skopje,293M+XC Skopje,zegin.com.mk,+389 2 306 4330,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,8AM-9PM,8AM-4PM,https://geo3.ggpht.com/cbk?panoid=EglUX3MFur839Euk5m5gFw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=11.458592&pitch=0&thumbfov=100,0,42.0049375,21.3835625,,2020-11-09T09:46:46.869Z
Zegin - Taftalidze,,4.5,6,Pharmacy,,Ulica Moskovska ,292Q+PR Skopje,zegin.com.mk,+389 2 306 4161,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,8AM-9PM,8AM-4PM,,0,42.0018125,21.3895625,,2020-11-09T09:46:49.170Z
Beta Pharmacia,,,,Pharmacy,,Ivan Milutinovikj 24 ,XCX8+C6 Skopje,,,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,Closed,,0,41.9985625,21.4155625,,2020-11-09T09:46:50.861Z
Pavlofarm,,,,Pharmacy,,29-ti Noemvri Centar ,2C29+87 Skopje,,,,,,,,,,,0,42.0008125,21.4181875,,2020-11-09T09:46:52.492Z
Zegin - Mlechen Restoran,,3.8,4,Pharmacy,,Mitropolit Teodosij Gologanov ,XCW5+F3 Skopje,zegin.com.mk,+389 2 307 8681,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,9AM-4PM,9AM-2PM,,0,41.9961875,21.4076875,,2020-11-09T09:46:54.105Z
Alpifarm,,,,Pharmacy,,Skopje,292R+M6 Skopje,,,,,,,,,,,0,42.0016875,21.3905625,,2020-11-09T09:46:55.963Z
Carpediem,,,,Pharmacy,,John Kennedy 11Ð?/1 local 6 ,2C7P+6W Skopje,,+389 2 262 2022,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,,0,42.0130625,21.4373125,,2020-11-09T09:46:57.573Z
Zegin Alumina,,5,1,Pharmacy,,Mitropolit Teodosij Gologanov,X9XW+2X Skopje,zegin.com.mk,+389 2 306 4852,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,8AM-9PM,8AM-4PM,,0,41.9975625,21.3974375,,2020-11-09T09:46:59.821Z
AL-NE Farmacy,,,,Pharmacy,,Kemal Ataturk 75 ,2C7V+C7 Skopje,instagram.com,,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,9AM-11PM,,0,42.0135625,21.4431875,,2020-11-09T09:47:01.385Z
Datel Farma,,,,Pharmacy,,Skopje,2C8M+9Q Skopje,,+389 2 261 2536,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-8PM,9:30AM-2:30PM,,0,42.0159375,21.4344375,,2020-11-09T09:47:03.008Z
Remedium,,5,4,Pharmacy,,Nikola Parapunov ,294J+FM Skopje,,,,,,,,,,,0,42.0061875,21.3816875,,2020-11-09T09:47:04.476Z
Omega,,,,Pharmacy,,Aminta Treti 44 ,XCXF+82 Skopje,,,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-6PM,Closed,,0,41.9983125,21.4225625,,2020-11-09T09:47:06.131Z
LifeLine Pharmacy,,1,1,Pharmacy,,Pariska 15 ,2C22+68 Skopje,apteka-lifeline.business.site,+389 70 217 128,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,,1,42.0005625,21.4008125,,2020-11-09T09:47:08.580Z
Eurofarm Debar Maalo,,,,Pharmacy,,Orce Nikolov ,2C29+VX Skopje,,,,,,,,,,,0,42.0021875,21.4199375,,2020-11-09T09:47:10.297Z
Skopje,,,,Pharmacy,,Vostanicka 9e ,XCPF+6X Skopje,,,,,,,,,,,0,41.9855625,21.4249375,,2020-11-09T09:47:11.795Z
Zegin Orthopedic,,,,Pharmacy,,Chair ,XCRP+HP Skopje,zegin.com.mk,+389 2 232 5421,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,8AM-2PM,Closed,,0,41.9914375,21.4368125,,2020-11-09T09:47:13.338Z
Eurofarm,,,,Pharmacy,,Bulevar Partizanski Odredi 25/2 ,XCXC+FR Skopje,eurofarm.com.mk,+389 2 311 1410,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-2PM,,0,41.9986875,21.4220625,,2020-11-09T09:47:15.048Z
Eurofarm,,4.5,2,Pharmacy,,Skopje,2C32+49 Skopje,eurofarm.com.mk,+389 2 311 1522,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,,0,42.0028125,21.4009375,,2020-11-09T09:47:16.658Z
Ambrozija Farm,,5,1,Pharmacy,,Bulevar Partizanski Odredi ,2C28+63 Skopje,,+389 2 322 4399,,,,,,,,,0,42.0005625,21.4151875,,2020-11-09T09:47:19.191Z
Inter-Evrogeneks Pharmaceutical Industry,,5,1,Pharmacy,,Nikola Vapcarov 20 ,XCWH+2J Skopje,interevrogeneks.com,+389 2 321 5800,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,,0,41.9950625,21.4290625,,2020-11-09T09:47:21.275Z
Eurofarm - Vero 2,,4,3,Pharmacy,,Mitropolit Teodosij Gologanov ,XCW4+R3 Skopje,eurofarm.com.mk,+389 3078677,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-2PM,,0,41.9970625,21.4051875,,2020-11-09T09:47:23.275Z
Viola Bunjakovec,,4.5,4,Pharmacy,,Partizanski odredi 29/5 ,XCXC+G7 Skopje,viola.com.mk,+389 2 311 7814,7:30AM-10PM,7:30AM-10PM,7:30AM-10PM,7:30AM-10PM,7:30AM-10PM,8AM-10PM,Closed,https://geo3.ggpht.com/cbk?panoid=5OWT_UITTx97hGenQfXf8A&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=195.03502&pitch=0&thumbfov=100,1,41.9988125,21.4206875,,2020-11-09T09:47:24.930Z
BILNA APTEKA & ZDRAVA HRANA,,5,2,Pharmacy,,29-ti Noemvri Centar ,2C29+C7 Skopje,bio-herb.org,+389 78 255 369,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,,0,42.0010625,21.4181875,,2020-11-09T09:47:26.674Z
Pharmacy Zegin,,4.5,2,Pharmacy,,Skopje,X9XX+22 Skopje,,,10AM-9PM,10AM-9PM,10AM-9PM,10AM-9PM,10AM-9PM,10AM-9PM,10AM-4PM,,0,41.9975625,21.3975625,,2020-11-09T09:47:29.129Z
Oskar Lek,,4.5,8,Pharmacy,,Bulevar Ilinden 48 ,2C2G+8G Skopje,oskarlek.mk,+389 2 313 2227,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,https://lh5.googleusercontent.com/p/AF1QipMQzoAP1A8hc22uKgqMLH0TQzkrllkdEPceTmMT=w408-h306-k-no,0,42.0008125,21.4263125,,2020-11-09T09:47:32.106Z
Zegin Kapishtec,,4.3,4,Pharmacy,,Vasil Gjorgov Del 5-1 Kat 1 ,XCV8+85 Skopje,zegin.com.mk,+389 2 321 6519,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-10PM,8AM-4PM,,0,41.9933125,21.4154375,,2020-11-09T09:47:34.067Z
Lotos Pharm,,,,Pharmacy,,Bulevar Sveti Kliment Ohridski ,XCXG+52 Skopje,,+389 2 321 3315,,,,,,,,,0,41.9979375,21.4250625,,2020-11-09T09:47:35.666Z
Viola Kapishtec,,3.2,19,Pharmacy,,Vasil Gjorgov 1 ,XCV8+4C Skopje,viola.com.mk,+389 2 315 1977,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Closed,,1,41.9928125,21.4160625,,2020-11-09T09:47:37.409Z
Zegin - Medika,,3,9,Pharmacy,,Naroden Front 5/4-2 ,XCVC+45 Skopje,zegin.com.mk,+389 2 321 5600,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-9PM,8AM-9PM,https://geo0.ggpht.com/cbk?panoid=jPgvYX7K140UZAUIWNYWPg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=153.92754&pitch=0&thumbfov=100,0,41.9928125,21.4204375,,2020-11-09T09:47:39.547Z
Zegin - John Kennedy,,4,5,Pharmacy,,Skopje,2C7Q+8P Skopje,zegin.com.mk,+389 2 261 8986,,,,,,,,,0,42.0133125,21.4393125,,2020-11-09T09:47:42.781Z
Zegin - Bit Pazar,,4.8,5,Pharmacy,,Skopje,2C2Q+XQ Skopje,zegin.com.mk,+389 2 329 8734,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-10PM,8AM-9PM,,0,42.0024375,21.4394375,,2020-11-09T09:47:44.976Z
Zegin - Kozle,,4,4,Pharmacy,,Kozle ,X9VV+XQ Skopje,zegin.com.mk,+389 2 307 1587,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,8AM-9PM,8AM-4PM,,0,41.9949375,21.3944375,,2020-11-09T09:47:47.710Z
Herba,,,,Pharmacy,,Skopje,2CCV+FV Skopje,,,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,Closed,8AM-8PM,10AM-5PM,,0,42.0211875,21.4446875,,2020-11-09T09:47:50.266Z
Zegin - Centar,,,,Pharmacy,,Dimitrija Chupovski ,XCWG+5W Skopje,zegin.com.mk,+389 2 312 2225,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-10PM,8AM-4PM,https://geo3.ggpht.com/cbk?panoid=J5WwMrY9mBYqU5ZHEX9Kbw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=4.602404&pitch=0&thumbfov=100,0,41.9954375,21.4273125,,2020-11-09T09:47:52.643Z
Makmedika,,4.2,5,Pharmacy,,Bulevar Partizanski Odredi 149 ,2949+W7 Skopje,,+389 2 203 1082,8:30AM-9:30PM,8:30AM-9:30PM,8:30AM-9:30PM,8:30AM-9:30PM,8:30AM-9:30PM,8:30AM-9:30PM,9AM-1PM,,1,42.0073125,21.3681875,,2020-11-09T09:47:54.579Z
Zegin,,4.3,11,Pharmacy,,Bulevar Sveti Kliment Ohridski,XCXG+RJ Skopje,zegin.com.mk,+389 2 311 8388,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,9AM-5PM,Closed,https://lh5.googleusercontent.com/p/AF1QipM4tAQWKEZliWJGnfb22FAGJFu5iK9C_5orMbl6=w426-h240-k-no,0,41.9995625,21.4265625,,2020-11-09T09:47:57.132Z
Zegin - Gradska bolnica,,4.6,5,Pharmacy,,Skopje,XCVM+5P Skopje,zegin.com.mk,+389 2 313 6280,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOMQbrJyDgskatCrbwAMfnVtcT3KG5ZvND4NmnQ=w426-h240-k-no,0,41.9929375,21.4343125,,2020-11-09T09:47:59.164Z
Zegin - Moja Apteka,,,,Pharmacy,,Mitropolit Teodosij Gologanov,XCW4+9R Skopje,,,,,,,,,,,0,41.9959375,21.4070625,,2020-11-09T09:48:00.820Z
Varufarm Inter-Evrogenex,,5,1,Pharmacy,,Majka Tereza 18 ,XCRC+CF Skopje,interevrogeneks.com,+389 2 317 7922,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,https://geo3.ggpht.com/cbk?panoid=_wufCl5WR-U_oyGgrkHjOQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=317.1594&pitch=0&thumbfov=100,0,41.9910625,21.4211875,,2020-11-09T09:48:04.321Z
Moja apteka,,,,Pharmacy,,Skopje,2CH4+45 Skopje,,,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,42.0278125,21.4054375,,2020-11-09T09:48:07.341Z
Apteka Life Skopje,,5,3,Pharmacy,,Bulevar Kocho Racin 7 ,XCRQ+J2 Skopje,,+389 2 551 3555,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,8AM-6PM,Closed,https://lh5.googleusercontent.com/p/AF1QipMmMAFbfCx7IWstX9-BUyElcROgfdl_o5jYO6MT=w408-h306-k-no,0,41.9915625,21.4375625,,2020-11-09T09:48:09.761Z
Zegin - GTC1,,3,1,Pharmacy,,Skopje,XCVM+QQ Skopje,zegin.com.mk,+389 2 329 8980,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,8AM-6PM,Closed,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,41.9944375,21.4344375,,2020-11-09T09:48:11.849Z
Biofit - Kozle,,5,2,Pharmacy,,Kozle 44 ,XCV2+J9 Skopje,zk.mk,+389 2 308 2246,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-2PM,Closed,,0,41.9940625,21.4009375,,2020-11-09T09:48:13.482Z
Lafoma Alkaloid,,5,1,Pharmacy,,Skopje,2978+26 Skopje,,,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,0,42.0125625,21.3655625,,2020-11-09T09:48:17.032Z
Gea - Vodnjanska,,,,Pharmacy,,Elisie Popovski Marko 1 ,XCRC+56 Skopje,,,9AM-3PM,9AM-3PM,9AM-3PM,9AM-3PM,9AM-3PM,Closed,Closed,,0,41.9904375,21.4205625,,2020-11-09T09:48:18.887Z
Natural Company,,,,Pharmacy,,Dimitrie Chupovski 23,XCVH+RH Skopje,,,,,,,,,,https://geo1.ggpht.com/cbk?panoid=JSiasyorVh7pIbLD-LjPKA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=182.18135&pitch=0&thumbfov=100,0,41.9945625,21.4289375,,2020-11-09T09:48:20.787Z
Galenium pharm,,,,Pharmacy,,Vasil Gjorgov ,XCV8+4V Skopje,,,,,,,,,,,0,41.9928125,21.4171875,,2020-11-09T09:48:23.068Z
Viola - Centar,,3.2,10,Pharmacy,,Dimitrie Chupovski ,XCWG+6J Skopje,viola.com.mk,+389 2 312 5155,7:30AM-10PM,7:30AM-10PM,7:30AM-10PM,7:30AM-10PM,7:30AM-10PM,8AM-10PM,Closed,,1,41.9955625,21.4265625,,2020-11-09T09:48:25.137Z
Zegin - Cvetan Dimov,,1,1,Pharmacy,,Cvetan Dimov ,2C6V+8R Skopje,,,,,,,,,,,0,42.0108125,21.4445625,,2020-11-09T09:48:26.678Z
Herbal Pharmacy,,4.5,13,Pharmacy,,11-ti Oktomvri 46 ,XCQP+C9 Skopje,alkaloid.com.mk,+389 2 323 7975,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,8AM-12PM,8AM-12PM,,0,41.9885625,21.4359375,,2020-11-09T09:48:28.390Z
Alpi Farm 1,,5,1,Pharmacy,,Vtora Makedonska Brigada ,2CFM+36 Skopje,,,7:30AM-8PM,7:30AM-8PM,7:30AM-8PM,7:30AM-8PM,7:30AM-8PM,8AM-8PM,Closed,,0,42.0226875,21.4330625,,2020-11-09T09:48:29.903Z
Betty,,,,Pharmacy,,Mitropolit Teodosij Gologanov,XCWF+36 Skopje,,+389 2 322 0049,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-6PM,Closed,,0,41.9951875,21.4230625,,2020-11-09T09:48:32.080Z
Zegin - Vodno,,4.3,4,Pharmacy,,Vladimir Nazor ,XCRC+33 Skopje,zegin.com.mk,+389 2 310 9228,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,8AM-9PM,,0,41.9901875,21.4201875,,2020-11-09T09:48:34.673Z
Zegin - Butel 1,,4.3,10,Pharmacy,,Aleksandar Urdarevski ,2CJW+R2 Skopje,zegin.com.mk,+389 2 263 8742,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-10PM,8AM-9PM,,0,42.0320625,21.4450625,,2020-11-09T09:48:36.760Z
Buharishop,,,,Pharmacy,,Cvetan Dimov 51 ,2C6V+4H Skopje,,+389 71 823 351,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,Closed,,0,42.0103125,21.4439375,,2020-11-09T09:48:38.229Z
Viola - Vodno,,3,2,Pharmacy,,Vodnjanska 28b ,XCQ9+XV Skopje,viola.com.mk,+389 2 317 6444,7:30AM-10PM,7:30AM-10PM,7:30AM-10PM,7:30AM-10PM,7:30AM-10PM,7:30AM-8PM,Closed,,1,41.9899375,21.4196875,,2020-11-09T09:48:41.388Z
Apteka Vita Farm,,5,3,Pharmacy,,John Kennedy 25 ,2C7P+57 Skopje,,+389 2 263 9000,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,https://lh5.googleusercontent.com/p/AF1QipMiP3cnB7kvIwm4KJozwvQjX9BM_dp7y6H-nKbv=w408-h725-k-no,1,42.0129375,21.4356875,,2020-11-09T09:48:45.083Z
DNA Anni Farm - Hrom,,4.8,20,Pharmacy,,Isaija Mazovski 44 ,2949+H4 Skopje,annifarm.mk,+389 2 204 4287,7AM-8PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,8AM-3PM,Closed,https://lh5.googleusercontent.com/p/AF1QipP8_LoKSJMAwYQ5GgVS1h6LIUYDxMiiQIqAwpDS=w408-h408-k-no,1,42.0064375,21.3678125,,2020-11-09T09:48:49.893Z
Eurofarm - Ramstore,,3.7,3,Pharmacy,,Ulica Mito Hadzivasilev Jasmin,XCRG+PW Skopje,eurofarm.com.mk,+389 2 329 6114,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,,0,41.9918125,21.4273125,,2020-11-09T09:48:51.746Z
Eurofarm,,,,Pharmacy,,Bulevar Mitropolit Teodosij Gologanov 49 ,XCVC+WG Skopje,,,,,,,,,,,0,41.9948125,21.4213125,,2020-11-09T09:48:53.511Z
Eurofarm,,4.5,8,Pharmacy,,50-ta Devizija ,XCRG+45 Skopje,eurofarm.com.mk,+389 2 310 7800,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,8AM-2PM,Closed,,0,41.9903125,21.4254375,,2020-11-09T09:48:55.982Z
Marija,,,,Pharmacy,,Gjorche Petrov ,2942+HR Skopje,,+389 2 203 6508,,,,,,,,,0,42.0064375,21.3520625,,2020-11-09T09:48:57.829Z
Family Pharmacy,,5,1,Pharmacy,,Krste Arsenov 3,2C8W+V2 Skopje,,,,,,,,,,,0,42.0171875,21.4450625,,2020-11-09T09:48:59.615Z
Eurofarm,,4.8,6,Pharmacy,,Mirce Acev 2 ,XCVP+FC Skopje,eurofarm.com.mk,+389 2 320 9696,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPbwpVKAuFvOZi3peEsI7_nujTq7sdUFzDhJesh=w408-h277-k-no,0,41.9936875,21.4360625,,2020-11-09T09:49:01.661Z
Datel Farma,,,,Pharmacy,,Blagoje Parovikj Stara Devetka,2C8M+9Q Skopje,,+389 2 261 2536,,,,,,,,,0,42.0159375,21.4344375,,2020-11-09T09:49:02.657Z
Betty,,2,1,Pharmacy,,Bulevar Krste Petkov Misirkov 13 ,2C2Q+FR Skopje,,,,,,,,,,,0,42.0011875,21.4395625,,2020-11-09T09:49:04.405Z
Eurofarm - Vero Centar,,3.5,4,Pharmacy,,Bulevar Kocho Racin ,XCVR+7M Skopje,eurofarm.com.mk,+389 2 310 0400,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,,0,41.9931875,21.4416875,,2020-11-09T09:49:06.020Z
Berna Farm,,3,2,Pharmacy,,Cvetan Dimov,2C6W+V4 Skopje,,,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,,0,42.0121875,21.4453125,,2020-11-09T09:49:07.911Z
Gold min 7,,,,Pharmacy,,Vtora Makedonska Brigada,2CCP+RP Skopje,,,,,,,,,,https://geo2.ggpht.com/cbk?panoid=jjab6t09PTzaZZLgwQVEDw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=95.793846&pitch=0&thumbfov=100,0,42.0220625,21.4368125,,2020-11-09T09:49:08.881Z
